satname, satId, intl_code, launchDate, period, category
YAOGAN 9C, 36415, 2010-009C, March 5 2010, 107, EARTH RESOURCES
YAOGAN 9B, 36414, 2010-009B, March 5 2010, 107, EARTH RESOURCES
YAOGAN 9A, 36413, 2010-009A, March 5 2010, 107, EARTH RESOURCES
YAOGAN 8, 36121, 2009-072A, December 15 2009, 110.3, EARTH RESOURCES
YAOGAN 7, 36110, 2009-069A, December 9 2009, 97.6, EARTH RESOURCES
OCEANSAT 2, 35931, 2009-051A, September 23 2009, 99.3, EARTH RESOURCES
SUMBANDILA, 35870, 2009-049F, September 17 2009, 92.3, EARTH RESOURCES
YAOGAN 6, 34839, 2009-021A, April 22 2009, 94.3, EARTH RESOURCES
GEOEYE 1, 33331, 2008-042A, September 6 2008, 98.3, EARTH RESOURCES
JASON 2, 33105, 2008-032A, June 20 2008, 111.8, EARTH RESOURCES
CARTOSAT 2A, 32783, 2008-021A, April 28 2008, 97.4, EARTH RESOURCES
TECSAR, 32476, 2008-002A, January 21 2008, 95, EARTH RESOURCES
RADARSAT 2, 32382, 2007-061A, December 14 2007, 100.7, EARTH RESOURCES
CARTOSAT 2AT, 29710, 2007-001B, January 10 2007, 97.4, EARTH RESOURCES
LAPAN-TUBSAT, 29709, 2007-001A, January 10 2007, 97.2, EARTH RESOURCES
KOMPSAT 2, 29268, 2006-031A, July 28 2006, 98.5, EARTH RESOURCES
RESURS DK-1, 29228, 2006-021A, June 15 2006, 95.8, EARTH RESOURCES
EROS B, 29079, 2006-014A, April 25 2006, 94.5, EARTH RESOURCES
ALOS, 28931, 2006-002A, January 24 2006, 98.5, EARTH RESOURCES
SINAH 1, 28893, 2005-043D, October 27 2005, 98.5, EARTH RESOURCES
TOPSAT, 28891, 2005-043B, October 27 2005, 98.5, EARTH RESOURCES
MONITOR-E 1, 28822, 2005-032A, August 26 2005, 91.9, EARTH RESOURCES
CARTOSAT-1, 28649, 2005-017A, May 5 2005, 97.1, EARTH RESOURCES
TANSUO 2, 28479, 2004-046A, November 18 2004, 98.6, EARTH RESOURCES
AURA, 28376, 2004-026A, July 15 2004, 98.8, EARTH RESOURCES
ROCSAT 2, 28254, 2004-018A, May 20 2004, 102.8, EARTH RESOURCES
TANSUO 1, 28220, 2004-012A, April 18 2004, 96, EARTH RESOURCES
CBERS 2, 28057, 2003-049A, October 21 2003, 100.3, EARTH RESOURCES
IRS P6, 28051, 2003-046A, October 17 2003, 100.4, EARTH RESOURCES
MONITOR-E/SL-19, 27840, 2003-031A, June 30 2003, 100.1, EARTH RESOURCES
ADEOS 2, 27597, 2002-056A, December 14 2002, 100.9, EARTH RESOURCES
ALSAT 1, 27559, 2002-054A, November 28 2002, 97.8, EARTH RESOURCES
HAIYANG 1, 27430, 2002-024A, May 15 2002, 100.6, EARTH RESOURCES
AQUA, 27424, 2002-022A, May 4 2002, 98.8, EARTH RESOURCES
SPOT 5, 27421, 2002-021A, May 4 2002, 99.2, EARTH RESOURCES
ENVISAT, 27386, 2002-009A, March 1 2002, 100.1, EARTH RESOURCES
MAROC TUBSAT, 27004, 2001-056D, December 10 2001, 105.1, EARTH RESOURCES
BADR B, 27003, 2001-056C, December 10 2001, 105.1, EARTH RESOURCES
METEOR 3M, 27001, 2001-056A, December 10 2001, 105.2, EARTH RESOURCES
JASON, 26997, 2001-055A, December 7 2001, 112.1, EARTH RESOURCES
TES, 26957, 2001-049A, October 22 2001, 95.3, EARTH RESOURCES
SAC C, 26620, 2000-075B, November 21 2000, 98.7, EARTH RESOURCES
EO 1, 26619, 2000-075A, November 21 2000, 98.3, EARTH RESOURCES
TIUNGSAT 1, 26548, 2000-057D, September 26 2000, 96.7, EARTH RESOURCES
KOMPSAT, 26032, 1999-070A, December 21 1999, 98, EARTH RESOURCES
TERRA, 25994, 1999-068A, December 18 1999, 98.8, EARTH RESOURCES
CBERS 1, 25940, 1999-057A, October 14 1999, 100.3, EARTH RESOURCES
IKONOS 2, 25919, 1999-051A, September 24 1999, 96.8, EARTH RESOURCES
OKEAN O, 25860, 1999-039A, July 17 1999, 97.5, EARTH RESOURCES
QUIKSCAT, 25789, 1999-034A, June 20 1999, 99.4, EARTH RESOURCES
IRS P4 (OCEANSAT 1), 25758, 1999-029C, May 26 1999, 99.1, EARTH RESOURCES
TUBSAT, 25757, 1999-029B, May 26 1999, 99.2, EARTH RESOURCES
KITSAT 3, 25756, 1999-029A, May 26 1999, 99.1, EARTH RESOURCES
OSCAR 36 (UOSAT 12), 25693, 1999-021A, April 21 1999, 97.2, EARTH RESOURCES
LANDSAT 7, 25682, 1999-020A, April 15 1999, 98.8, EARTH RESOURCES
SUNSAT, 25636, 1999-008C, February 23 1999, 99.7, EARTH RESOURCES
ROCSAT 1, 25616, 1999-002A, January 27 1999, 94.2, EARTH RESOURCES
SCD 2, 25504, 1998-060A, October 23 1998, 99.7, EARTH RESOURCES
TECHSAT 1B, 25397, 1998-043D, July 10 1998, 101.1, EARTH RESOURCES
TMSAT, 25396, 1998-043C, July 10 1998, 101.1, EARTH RESOURCES
FASAT B, 25395, 1998-043B, July 10 1998, 101, EARTH RESOURCES
RESURS O1-N4, 25394, 1998-043A, July 10 1998, 101.1, EARTH RESOURCES
SPOT 4, 25260, 1998-017A, March 24 1998, 99.1, EARTH RESOURCES
IRS 1D, 24971, 1997-057A, September 29 1997, 100.4, EARTH RESOURCES
ORBVIEW 2 (SEASTAR), 24883, 1997-037A, August 1 1997, 100.5, EARTH RESOURCES
ADEOS, 24277, 1996-046A, August 17 1996, 100.7, EARTH RESOURCES
TOMS EP, 23940, 1996-037A, July 2 1996, 99, EARTH RESOURCES
IRS B3, 23827, 1996-017A, March 21 1996, 101.2, EARTH RESOURCES
IRS 1C, 23751, 1995-072A, December 28 1995, 101.2, EARTH RESOURCES
RADARSAT, 23710, 1995-059A, November 4 1995, 100.6, EARTH RESOURCES
SICH 1, 23657, 1995-046A, August 31 1995, 96.9, EARTH RESOURCES
ERS 2, 23560, 1995-021A, April 21 1995, 94.6, EARTH RESOURCES
RESURS O1, 23342, 1994-074A, November 4 1994, 97.3, EARTH RESOURCES
IRS P2, 23323, 1994-068A, October 15 1994, 101.1, EARTH RESOURCES
OKEAN 4, 23317, 1994-066A, October 11 1994, 96.8, EARTH RESOURCES
SPOT 3, 22823, 1993-061A, September 26 1993, 101.5, EARTH RESOURCES
TOPEX/POSEIDON, 22076, 1992-052A, August 10 1992, 112.4, EARTH RESOURCES
IRS 1B, 21688, 1991-061A, August 29 1991, 103.1, EARTH RESOURCES
ERS 1, 21574, 1991-050A, July 17 1991, 100.2, EARTH RESOURCES
OKEAN 3, 21397, 1991-039A, June 4 1991, 96.5, EARTH RESOURCES
OKEAN 2, 20510, 1990-018A, February 28 1990, 96, EARTH RESOURCES
MOS 1B (MOMO 1B), 20478, 1990-013A, February 7 1990, 103.2, EARTH RESOURCES
SPOT 2, 20436, 1990-005A, January 22 1990, 98.2, EARTH RESOURCES
OKEAN 1, 19274, 1988-056A, July 5 1988, 95.6, EARTH RESOURCES
IRS 1A, 18960, 1988-021A, March 17 1988, 103.1, EARTH RESOURCES
COSMOS 1869, 18214, 1987-062A, July 16 1987, 95.5, EARTH RESOURCES
MOS 1A (MOMO 1), 17527, 1987-018A, February 19 1987, 102.7, EARTH RESOURCES
COSMOS 1766, 16881, 1986-055A, July 28 1986, 95.3, EARTH RESOURCES
SPOT 1, 16613, 1986-019A, February 22 1986, 98.3, EARTH RESOURCES
COSMOS 1602, 15331, 1984-105A, September 28 1984, 95.1, EARTH RESOURCES
LANDSAT 5, 14780, 1984-021A, March 1 1984, 96.5, EARTH RESOURCES
LANDSAT 4, 13367, 1982-072A, July 16 1982, 94.9, EARTH RESOURCES
SEASAT 1, 10967, 1978-064A, June 27 1978, 99.7, EARTH RESOURCES
LANDSAT 3, 10702, 1978-026A, March 5 1978, 103.1, EARTH RESOURCES
LANDSAT 2, 7615, 1975-004A, January 22 1975, 103.1, EARTH RESOURCES
LANDSAT 1 (ERTS 1), 6126, 1972-058A, July 23 1972, 103, EARTH RESOURCES


KOMPSAT 3A, 40536, 2015-014A, March 25 2015, 95.2, SEARCH & RESCUE
METOP-B, 38771, 2012-049A, September 17 2012, 101.3, SEARCH & RESCUE
STERKH 2, 35866, 2009-049B, September 17 2009, 101.2, SEARCH & RESCUE
STERKH, 35636, 2009-039B, July 21 2009, 103.6, SEARCH & RESCUE
NOAA 19, 33591, 2009-005A, February 6 2009, 102, SEARCH & RESCUE
METOP-A, 29499, 2006-044A, October 19 2006, 101.3, SEARCH & RESCUE
GOES 13, 29155, 2006-018A, May 24 2006, 1436.3, SEARCH & RESCUE
METEOSAT 9 (MSG 2), 28912, 2005-049B, December 21 2005, 1436.2, SEARCH & RESCUE
NOAA 18, 28654, 2005-018A, May 20 2005, 102, SEARCH & RESCUE
METEOSAT 8 (MSG 1), 27509, 2002-040B, August 28 2002, 1436.1, SEARCH & RESCUE
INSAT 3C, 27298, 2002-002A, January 23 2002, 1450.2, SEARCH & RESCUE
GOES 12, 26871, 2001-031A, July 23 2001, 1452.5, SEARCH & RESCUE
NOAA 16, 26536, 2000-055A, September 21 2000, 101.9, SEARCH & RESCUE
GOES 11, 26352, 2000-022A, May 3 2000, 1453.9, SEARCH & RESCUE
NOAA 15, 25338, 1998-030A, May 13 1998, 101, SEARCH & RESCUE
GOES 10, 24786, 1997-019A, April 25 1997, 1452.8, SEARCH & RESCUE


YAOGAN 27, 40878, 2015-040A, August 27 2015, 109.4, DISASTER MONITORING
DMC 3-FM3, 40717, 2015-032C, July 10 2015, 97.7, DISASTER MONITORING
DMC 3-FM2, 40716, 2015-032B, July 10 2015, 97.7, DISASTER MONITORING
DMC 3-FM1, 40715, 2015-032A, July 10 2015, 97.7, DISASTER MONITORING
CHUANG XIN 1-04, 40137, 2014-051B, September 4 2014, 100.7, DISASTER MONITORING
SOCRATES, 39768, 2014-029C, May 24 2014, 97, DISASTER MONITORING
SENTINEL 1A, 39634, 2014-016A, April 3 2014, 98.7, DISASTER MONITORING
HJ-1C, 38997, 2012-064A, November 18 2012, 93.5, DISASTER MONITORING
CHUANG XIN 1-03, 37930, 2011-068A, November 20 2011, 100.7, DISASTER MONITORING
RASAT, 37791, 2011-044D, August 17 2011, 98.3, DISASTER MONITORING
NIGERIASAT X, 37790, 2011-044C, August 17 2011, 98.7, DISASTER MONITORING
NIGERIASAT 2, 37789, 2011-044B, August 17 2011, 98.5, DISASTER MONITORING
YAOGAN 7, 36110, 2009-069A, December 9 2009, 97.6, DISASTER MONITORING
DMC 2, 35683, 2009-041C, July 29 2009, 97.9, DISASTER MONITORING
DEIMOS 1, 35681, 2009-041A, July 29 2009, 97.8, DISASTER MONITORING
YAOGAN 6, 34839, 2009-021A, April 22 2009, 94.3, DISASTER MONITORING
HJ-1B, 33321, 2008-041B, September 6 2008, 97.5, DISASTER MONITORING
HJ-1A, 33320, 2008-041A, September 6 2008, 97.5, DISASTER MONITORING
YAOGAN 3, 32289, 2007-055A, November 11 2007, 97.2, DISASTER MONITORING
YAOGAN 2, 31490, 2007-019A, May 25 2007, 97.5, DISASTER MONITORING
BEIJING 1 (TSINGHUA), 28890, 2005-043A, October 27 2005, 98.5, DISASTER MONITORING
LARETS, 27944, 2003-042F, September 27 2003, 98.4, DISASTER MONITORING
BILSAT 1, 27943, 2003-042E, September 27 2003, 98.3, DISASTER MONITORING
UK-DMC, 27942, 2003-042D, September 27 2003, 97.3, DISASTER MONITORING
NIGERIASAT 1, 27941, 2003-042C, September 27 2003, 97.2, DISASTER MONITORING
ALSAT 1, 27559, 2002-054A, November 28 2002, 97.8, DISASTER MONITORING
KOMPASS, 27002, 2001-056B, December 10 2001, 105.1, DISASTER MONITORING
BIRD 2, 26959, 2001-049C, October 22 2001, 93.7, DISASTER MONITORING


TDRS 13, 42915, 2017-047A, August 18 2017, 1436, TRACKING AND DATA RELAY SATELLITE SYSTEM
E-ST@R-II, 41459, 2016-025D, April 25 2016, 95.7, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS-12, 39504, 2014-004A, January 23 2014, 1436.2, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 11, 39070, 2013-004A, January 31 2013, 1436.1, TRACKING AND DATA RELAY SATELLITE SYSTEM
VESSELSAT 1, 37840, 2011-058C, October 12 2011, 102.1, TRACKING AND DATA RELAY SATELLITE SYSTEM
SORCE, 27651, 2003-004A, January 25 2003, 96.7, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 10, 27566, 2002-055A, December 5 2002, 1436.1, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 9, 27389, 2002-011A, March 8 2002, 1438.8, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 8, 26388, 2000-034A, June 30 2000, 1436.1, TRACKING AND DATA RELAY SATELLITE SYSTEM
SPACE STATION, 25544, 1998-067A, November 20 1998, 92.7, TRACKING AND DATA RELAY SATELLITE SYSTEM
SPACE STATION, 25544, 1998-067A, November 20 1998, 92.7, TRACKING AND DATA RELAY SATELLITE SYSTEM
SPACE STATION, 25544, 1998-067A, November 20 1998, 92.7, TRACKING AND DATA RELAY SATELLITE SYSTEM
SPACE STATION, 25544, 1998-067A, November 20 1998, 92.7, TRACKING AND DATA RELAY SATELLITE SYSTEM
SPACE STATION, 25544, 1998-067A, November 20 1998, 92.7, TRACKING AND DATA RELAY SATELLITE SYSTEM
SPACE STATION, 25544, 1998-067A, November 20 1998, 92.7, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 7, 23613, 1995-035B, July 13 1995, 1436.1, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 6, 22314, 1993-003B, January 13 1993, 1436.2, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 5, 21639, 1991-054B, August 2 1991, 1436, TRACKING AND DATA RELAY SATELLITE SYSTEM
HST, 20580, 1990-037B, April 24 1990, 95.4, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 4, 19883, 1989-021B, March 13 1989, 1462.2, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 3, 19548, 1988-091B, September 29 1988, 1436.2, TRACKING AND DATA RELAY SATELLITE SYSTEM
TDRS 1, 13969, 1983-026B, April 4 1983, 1458.3, TRACKING AND DATA RELAY SATELLITE SYSTEM


GSAT 11, 43824, 2018-100B, December 4 2018, 1436.1, GEOSTATIONARY
GEO-KOMPSAT-2A, 43823, 2018-100A, December 4 2018, 1436.1, GEOSTATIONARY
ES'HAIL 2, 43700, 2018-090A, November 15 2018, 1436.1, GEOSTATIONARY
GSAT 29, 43698, 2018-089A, November 14 2018, 1436.1, GEOSTATIONARY
AEHF 4 (USA 288), 43651, 2018-079A, October 17 2018, 1434, GEOSTATIONARY
AZERSPACE 2/INTELSAT 38, 43632, 2018-074A, September 25 2018, 1436, GEOSTATIONARY
TELSTAR 18V, 43611, 2018-068C, September 7 2018, 1436.1, GEOSTATIONARY
TELKOM-4, 43587, 2018-064A, August 7 2018, 1436.1, GEOSTATIONARY
TELSTAR 19V, 43562, 2018-059A, July 22 2018, 1436.1, GEOSTATIONARY
FENGYUN 2H, 43491, 2018-050A, June 5 2018, 1436.1, GEOSTATIONARY
SES 12, 43488, 2018-049A, June 4 2018, 1439.6, GEOSTATIONARY
APSTAR 6C, 43450, 2018-041A, May 3 2018, 1436.1, GEOSTATIONARY
GOES 17, 43226, 2018-022A, March 1 2018, 1436.1, GEOSTATIONARY
SES 14, 43175, 2018-012B, January 25 2018, 1436.1, GEOSTATIONARY
AL YAH 3, 43174, 2018-012A, January 25 2018, 1436.1, GEOSTATIONARY
ANGOSAT 1, 43087, 2017-086A, December 26 2017, 1448.9, GEOSTATIONARY
ALCOMSAT 1, 43039, 2017-078A, December 10 2017, 1436.1, GEOSTATIONARY
KOREASAT-5A, 42984, 2017-067A, October 30 2017, 1436.1, GEOSTATIONARY
ECHOSTAR 105/SES 11, 42967, 2017-063A, October 11 2017, 1436.1, GEOSTATIONARY
BSAT-4A, 42951, 2017-059B, September 29 2017, 1436.1, GEOSTATIONARY
INTELSAT-37E, 42950, 2017-059A, September 29 2017, 1436.1, GEOSTATIONARY
ASIASAT 9, 42942, 2017-057A, September 28 2017, 1436.1, GEOSTATIONARY
AMAZONAS 5, 42934, 2017-053A, September 11 2017, 1436.1, GEOSTATIONARY
QZS-3 (MICHIBIKI-3), 42917, 2017-048A, August 19 2017, 1436.1, GEOSTATIONARY
TDRS 13, 42915, 2017-047A, August 18 2017, 1436, GEOSTATIONARY
BLAGOVEST 11L (COSMOS 2520), 42907, 2017-046A, August 16 2017, 1436.1, GEOSTATIONARY
INTELSAT 35E, 42818, 2017-041A, July 5 2017, 1436.1, GEOSTATIONARY
GSAT 17, 42815, 2017-040B, June 28 2017, 1436.1, GEOSTATIONARY
HELLAS-SAT 3, 42814, 2017-040A, June 28 2017, 1436.1, GEOSTATIONARY
BULGARIASAT-1, 42801, 2017-038A, June 23 2017, 1436.1, GEOSTATIONARY
ECHOSTAR 21, 42749, 2017-032A, June 8 2017, 1436.1, GEOSTATIONARY
GSAT 19, 42747, 2017-031A, June 5 2017, 1436.1, GEOSTATIONARY
EUTELSAT 172B, 42741, 2017-029B, June 1 2017, 1436.1, GEOSTATIONARY
VIASAT 2, 42740, 2017-029A, June 1 2017, 1436.1, GEOSTATIONARY
SES-15, 42709, 2017-026A, May 18 2017, 1436.1, GEOSTATIONARY
INMARSAT 5-F4, 42698, 2017-025A, May 15 2017, 1436.1, GEOSTATIONARY
GSAT 9, 42695, 2017-024A, May 5 2017, 1436.1, GEOSTATIONARY
SGDC, 42692, 2017-023B, May 4 2017, 1436.1, GEOSTATIONARY
KOREASAT 7, 42691, 2017-023A, May 4 2017, 1436.1, GEOSTATIONARY
CHINASAT 16, 42662, 2017-018A, April 12 2017, 1436.1, GEOSTATIONARY
SES-10, 42432, 2017-017A, March 30 2017, 1436.1, GEOSTATIONARY
ECHOSTAR 23, 42070, 2017-014A, March 16 2017, 1436.1, GEOSTATIONARY
INTELSAT 32E (SKY BRASIL 1), 41945, 2017-007B, February 14 2017, 1436.1, GEOSTATIONARY
TELKOM 3S, 41944, 2017-007A, February 14 2017, 1436.1, GEOSTATIONARY
HISPASAT 36W-1, 41942, 2017-006A, January 28 2017, 1436.1, GEOSTATIONARY
TJS-2, 41911, 2017-001A, January 5 2017, 1436.1, GEOSTATIONARY
STARONE D1, 41904, 2016-082B, December 21 2016, 1436.1, GEOSTATIONARY
JCSAT 15, 41903, 2016-082A, December 21 2016, 1436.1, GEOSTATIONARY
ECHOSTAR 19, 41893, 2016-079A, December 18 2016, 1436.1, GEOSTATIONARY
FENGYUN 4A, 41882, 2016-077A, December 10 2016, 1436, GEOSTATIONARY
TIANLIAN 1-04, 41869, 2016-072A, November 22 2016, 1436.1, GEOSTATIONARY
GOES 16, 41866, 2016-071A, November 19 2016, 1436.1, GEOSTATIONARY
SJ-17 (SHIJIAN-17), 41838, 2016-065A, November 3 2016, 1436.2, GEOSTATIONARY
HIMAWARI 9, 41836, 2016-064A, November 2 2016, 1436.1, GEOSTATIONARY
SKY MUSTER II, 41794, 2016-060B, October 5 2016, 1436.1, GEOSTATIONARY
GSAT 18, 41793, 2016-060A, October 5 2016, 1436.1, GEOSTATIONARY
INSAT 3DR, 41752, 2016-054A, September 8 2016, 1436.1, GEOSTATIONARY
INTELSAT 33E, 41748, 2016-053B, August 24 2016, 1436.1, GEOSTATIONARY
INTELSAT 36, 41747, 2016-053A, August 24 2016, 1436.1, GEOSTATIONARY
JCSAT 16, 41729, 2016-050A, August 14 2016, 1440.5, GEOSTATIONARY
ECHOSTAR XVIII, 41592, 2016-039B, June 18 2016, 1436.1, GEOSTATIONARY
BRISAT, 41591, 2016-039A, June 18 2016, 1436.1, GEOSTATIONARY
EUTELSAT 117W B, 41589, 2016-038B, June 15 2016, 1436.1, GEOSTATIONARY
ABS 2A, 41588, 2016-038A, June 15 2016, 1436.1, GEOSTATIONARY
USA 268, 41584, 2016-036A, June 11 2016, 1436.1, GEOSTATIONARY
THAICOM 8, 41552, 2016-031A, May 27 2016, 1436.1, GEOSTATIONARY
JCSAT-14, 41471, 2016-028A, May 6 2016, 1436.1, GEOSTATIONARY
IRNSS 1G, 41469, 2016-027A, April 28 2016, 1436.1, GEOSTATIONARY
BEIDOU IGSO 6, 41434, 2016-021A, March 29 2016, 1436.1, GEOSTATIONARY
IRNSS 1F, 41384, 2016-015A, March 10 2016, 1436.2, GEOSTATIONARY
EUTE 65W, 41382, 2016-014A, March 9 2016, 1436.1, GEOSTATIONARY
SES-9, 41380, 2016-013A, March 4 2016, 1436.1, GEOSTATIONARY
EUTELSAT 9B, 41310, 2016-005A, January 29 2016, 1436.1, GEOSTATIONARY
INTELSAT 29E, 41308, 2016-004A, January 27 2016, 1436.1, GEOSTATIONARY
BELINTERSAT 1, 41238, 2016-001A, January 15 2016, 1436.1, GEOSTATIONARY
GAOFEN 4, 41194, 2015-083A, December 28 2015, 1436.1, GEOSTATIONARY
EXPRESS-AMU1, 41191, 2015-082A, December 24 2015, 1436.1, GEOSTATIONARY
COSMOS 2513, 41121, 2015-075A, December 13 2015, 1436.1, GEOSTATIONARY
ELEKTRO-L 2, 41105, 2015-074A, December 11 2015, 1436.1, GEOSTATIONARY
TELSTAR 12V, 41036, 2015-068A, November 24 2015, 1436.1, GEOSTATIONARY
LAOSAT 1, 41034, 2015-067A, November 20 2015, 1436.1, GEOSTATIONARY
BADR 7 (ARABSAT-6B), 41029, 2015-065B, November 10 2015, 1436.1, GEOSTATIONARY
GSAT 15, 41028, 2015-065A, November 10 2015, 1436.1, GEOSTATIONARY
CHINASAT 2C (ZX 2C), 41021, 2015-063A, November 3 2015, 1436.1, GEOSTATIONARY
TURKSAT 4B, 40984, 2015-60A, October 16 2015, 1436, GEOSTATIONARY
APSTAR 9, 40982, 2015-059A, October 16 2015, 1436.1, GEOSTATIONARY
MORELOS 3, 40946, 2015-056A, October 2 2015, 1436.1, GEOSTATIONARY
ARSAT 2, 40941, 2015-054B, September 30 2015, 1436.1, GEOSTATIONARY
SKY MUSTER, 40940, 2015-054A, September 30 2015, 1436.1, GEOSTATIONARY
EXPRESS AM-8, 40895, 2015-048A, September 14 2015, 1436.1, GEOSTATIONARY
TJS-1, 40892, 2015-046A, September 12 2015, 1436.1, GEOSTATIONARY
MUOS 4, 40887, 2015-044A, September 2 2015, 1436.1, GEOSTATIONARY
INMARSAT 5-F3, 40882, 2015-042A, August 28 2015, 1436.1, GEOSTATIONARY
GSAT 6, 40880, 2015-041A, August 27 2015, 1436.1, GEOSTATIONARY
EUTELSAT 8 WEST B, 40875, 2015-039B, August 20 2015, 1436.1, GEOSTATIONARY
INTELSAT 34, 40874, 2015-039A, August 20 2015, 1436.1, GEOSTATIONARY
STAR ONE C4, 40733, 2015-034B, July 15 2015, 1436.1, GEOSTATIONARY
MSG 4, 40732, 2015-034A, July 15 2015, 1436.2, GEOSTATIONARY
SKY MEXICO-1, 40664, 2015-026B, May 27 2015, 1436.2, GEOSTATIONARY
DIRECTV 15, 40663, 2015-026A, May 27 2015, 1436.1, GEOSTATIONARY
TURKMENALEM52E/MONACOSAT, 40617, 2015-023A, April 27 2015, 1436.1, GEOSTATIONARY
SICRAL 2, 40614, 2015-022B, April 26 2015, 1436.1, GEOSTATIONARY
THOR 7, 40613, 2015-022A, April 26 2015, 1436.1, GEOSTATIONARY
EXPRESS AM7, 40505, 2015-012A, March 18 2015, 1436.1, GEOSTATIONARY
EUTE 115 WEST B (SATMEX 7, 40425, 2015-010B, March 2 2015, 1436.1, GEOSTATIONARY
ABS 3A, 40424, 2015-010A, March 2 2015, 1436.1, GEOSTATIONARY
INMARSAT 5-F2, 40384, 2015-005A, February 1 2015, 1436.1, GEOSTATIONARY
MUOS 3, 40374, 2015-002A, January 21 2015, 1436.1, GEOSTATIONARY
ASTRA 2G, 40364, 2014-089A, December 27 2014, 1436.1, GEOSTATIONARY
DUMMY SAT 2/BREEZE-M, 40355, 2014-085A, December 23 2014, 1530.9, GEOSTATIONARY
YAMAL 401, 40345, 2014-082A, December 15 2014, 1436.1, GEOSTATIONARY
DIRECTV 14, 40333, 2014-078B, December 6 2014, 1436.1, GEOSTATIONARY
GSAT 16, 40332, 2014-078A, December 6 2014, 1436.1, GEOSTATIONARY
EXPRESS AM-6, 40277, 2014-064A, October 21 2014, 1436.1, GEOSTATIONARY
ARSAT 1, 40272, 2014-062B, October 16 2014, 1436.1, GEOSTATIONARY
INTELSAT 30 (IS-30), 40271, 2014-062A, October 16 2014, 1436.1, GEOSTATIONARY
IRNSS 1C, 40269, 2014-061A, October 15 2014, 1436.1, GEOSTATIONARY
HIMAWARI 8, 40267, 2014-060A, October 6 2014, 1436.1, GEOSTATIONARY
LUCH (OLYMP), 40258, 2014-058A, September 27 2014, 1436, GEOSTATIONARY
USA 257 (CLIO), 40208, 2014-055A, September 17 2014, 1436.1, GEOSTATIONARY
MEASAT 3B, 40147, 2014-054B, September 11 2014, 1436.1, GEOSTATIONARY
OPTUS 10, 40146, 2014-054A, September 11 2014, 1436.1, GEOSTATIONARY
ASIASAT 6, 40141, 2014-052A, September 7 2014, 1436.1, GEOSTATIONARY
ASIASAT 8, 40107, 2014-046A, August 5 2014, 1436.1, GEOSTATIONARY
EUTE 3B, 39773, 2014-030A, May 26 2014, 1436.1, GEOSTATIONARY
USA 252, 39751, 2014-027A, May 22 2014, 1436.1, GEOSTATIONARY
KAZSAT 3, 39728, 2014-023B, April 28 2014, 1436.1, GEOSTATIONARY
LUCH 5V, 39727, 2014-023A, April 28 2014, 1436.1, GEOSTATIONARY
USA 250 (NROL-67), 39652, 2014-020A, April 10 2014, 1436.1, GEOSTATIONARY
IRNSS 1B, 39635, 2014-017A, April 4 2014, 1436, GEOSTATIONARY
ASTRA 5B, 39617, 2014-011B, March 22 2014, 1436.1, GEOSTATIONARY
AMAZONAS 4A, 39616, 2014-011A, March 22 2014, 1436.1, GEOSTATIONARY
EXPRESS AT-2, 39613, 2014-010B, March 15 2014, 1436.1, GEOSTATIONARY
EXPRESS AT-1, 39612, 2014-010A, March 15 2014, 1436.1, GEOSTATIONARY
TURKSAT 4A, 39522, 2014-007A, February 14 2014, 1436.1, GEOSTATIONARY
ATHENA-FIDUS, 39509, 2014-006B, February 6 2014, 1436.1, GEOSTATIONARY
ABS 2, 39508, 2014-006A, February 6 2014, 1436.1, GEOSTATIONARY
TDRS-12, 39504, 2014-004A, January 23 2014, 1436.2, GEOSTATIONARY
THAICOM 6, 39500,  2014-002A, January 6 2014, 1436.1, GEOSTATIONARY
GSAT-14, 39498, 2014-001A, January 5 2014, 1436.1, GEOSTATIONARY
EXPRESS-AM5, 39487, 2013-077A, December 26 2013, 1436.1, GEOSTATIONARY
TUPAC KATARI, 39481, 2013-075A, December 20 2013, 1436.1, GEOSTATIONARY
INMARSAT 5-F1, 39476, 2013-073A, December 8 2013, 1436.1, GEOSTATIONARY
SES-8, 39460, 2013-071A, December 3 2013, 1436.1, GEOSTATIONARY
RADUGA-1M 3, 39375, 2013-062A, November 11 2013, 1436.1, GEOSTATIONARY
ASTRA 2E, 39285, 2013-056A, September 29 2013, 1436.1, GEOSTATIONARY
AEHF-3 (USA 246), 39256, 2013-050A, September 18 2013, 1436.1, GEOSTATIONARY
AMOS-4, 39237, 2013-045A, August 31 2013, 1436.1, GEOSTATIONARY
GSAT-7 (INSAT 4F), 39234, 2013-044B, August 29 2013, 1436.1, GEOSTATIONARY
EUTELSAT 25B (ES'HAIL 1), 39233, 2013-044A, August 29 2013, 1436.1, GEOSTATIONARY
WGS F6 (USA 244), 39222, 2013-041A, August 8 2013, 1436.1, GEOSTATIONARY
